profile_id,report_date,fans_lifetime,fans_change,insights_post_clicks,insights_reactions,insights_fan_adds,insights_fan_adds_unique,insights_fan_removes,insights_activity,insights_engaged_users,insights_fan_removes_unique,insights_positive_feedback,insights_negative_feedback,insights_fans_lifetime,insights_fans_online,insights_reach,insights_reach_7_days,insights_reach_28_days,insights_video_complete_views_30s_repeat_views,insights_impressions,insights_post_reach,insights_post_impressions,insights_video_complete_views_30s,insights_reach_engagement,insights_post_clicks_unique,insights_activity_unique,insights_video_repeat_views,insights_video_views_unique,insights_views,insights_video_complete_views_30s_unique,insights_video_views,engagement_rate,insights_engagements,insights_impressions_engagement_rate,insights_reach_per_content,interactions,interactions_per_1k_fans,likes,number_of_comments,page_posts,page_shares,sentiment_manual_auto,shares,user_posts,user_posts_average_response_time,user_posts_responded,user_posts_response_rate,user_questions,user_questions_average_response_time,user_questions_responded,user_questions_response_rate,date_from,date_to,profile_url,insights_enabled
7.79E+11,12/24/2023,6804774,1062,,1,0,0,1,,,1,,,200259,,123,1223,7615,2,188,87,169,11,,,,9,25,126,10,35,0.033646,,0.045262,,83610,11.922591,56501,129,45,,0,667,30,,,1,,,,0,3/26/2024,4/7/2024,https://facebook.com/91nmk7chgwd0emg,1
2.06222E+11,10/19/2024,1672033,-197,,1,0,0,1,,,1,,,200259,,123,903,7615,2,188,119,169,13,,,,13,35,158,9,35,0.041805,,0.077494,,44156,12.470089,0,775,28,,0,627,15,,,0,,,,0,2/29/2024,4/15/2024,https://facebook.com/xr75uhe6ztdp8i,1
9.11532E+11,11/26/2023,3121069,372,,1,0,0,1,,,1,,,148017,,123,903,7615,2,188,119,125,11,,,,9,25,170,13,47,0.049407,,0.039918,,0,1.173386,20918,2754,38,,0,0,30,,,1,,,,1,10/24/2024,3/27/2025,https://facebook.com/dlk2oyvk04,0
6.59706E+11,10/23/2024,0,977,,1,0,0,1,,,1,,,200259,,123,1223,5629,2,188,87,169,11,,,,13,35,126,13,47,0.008496,,0.064471,,31137,10.897581,49624,0,34,,0,700,13,,,1,,,,0,10/25/2023,11/4/2024,https://facebook.com/z8uidyd3,0
45801083389,3/22/2025,2251747,-278,,1,0,0,1,,,1,,,148876,,116,1223,7615,2,188,114,125,12,,,,13,27,126,12,35,0.038116,,0.004001,,22858,11.045106,68942,2225,45,,0,1152,49,,,0,,,,0,12/2/2023,1/13/2024,https://facebook.com/pwp1bsoq7snz63,1
15375535787,11/15/2024,2557081,336,,1,0,0,1,,,1,,,148017,,91,903,7615,2,138,119,125,11,,,,9,35,170,9,47,0.076791,,0.02401,,12964,8.332473,5644,882,72,,0,0,50,,,1,,,,1,4/22/2024,9/3/2024,https://facebook.com/65hhqy7d5rx0h,1
61141337844,6/2/2024,999158,78,,1,0,0,1,,,1,,,148017,,91,1223,5629,2,188,119,169,11,,,,9,25,170,13,47,0.017423,,0.023375,,39044,0,25736,2127,30,,0,952,30,,,1,,,,1,9/20/2024,1/17/2025,https://facebook.com/m80q1qd53,0
6.09866E+11,3/18/2024,4728071,283,,1,0,0,1,,,1,,,148017,,95,903,7615,2,146,119,169,14,,,,13,25,126,9,35,0.007641,,0.006514,,0,4.179464,26578,561,22,,0,0,16,,,0,,,,1,10/9/2023,12/17/2024,https://facebook.com/w78y1xnix01wzm,1
8.03467E+11,1/13/2025,4030998,28,,1,0,0,1,,,1,,,148017,,123,1223,7615,2,138,87,158,15,,,,9,25,170,13,47,0.023165,,0.076216,,78321,7.001485,23936,0,37,,0,0,80,,,1,,,,1,10/15/2023,12/23/2024,https://facebook.com/8gr607xa,0
2.46167E+11,2/16/2024,0,471,,1,0,0,1,,,1,,,200259,,123,1223,7615,2,188,87,125,11,,,,13,35,170,9,47,0.044286,,0.04087,,48113,5.496391,0,3158,58,,0,458,13,,,0,,,,0,10/23/2023,2/6/2025,https://facebook.com/2qsvt9bf,0
8.50915E+11,6/17/2024,4885055,1707,,1,0,0,1,,,1,,,148017,,110,903,5629,2,188,113,125,11,,,,9,25,170,9,37,0.069611,,0.047845,,0,0,40388,5186,32,,0,1390,23,,,1,,,,0,10/5/2024,12/24/2024,https://facebook.com/ysp6q4fm,1
66659620751,11/19/2024,1286285,151,,1,0,0,1,,,1,,,200259,,123,903,6713,2,138,119,169,11,,,,9,25,170,13,47,0.02903,,0.042116,,47752,5.385521,0,4452,44,,0,439,39,,,0,,,,0,10/23/2024,1/3/2025,https://facebook.com/4bpo2olg091z,0
8.02954E+11,2/9/2025,5735110,578,,1,0,0,1,,,1,,,200259,,91,1223,7615,2,138,87,169,11,,,,9,35,126,13,47,0.02824,,0.020637,,42973,2.458832,58065,5186,49,,0,771,56,,,0,,,,0,5/1/2024,5/21/2024,https://facebook.com/8i0jrewpg2f0,0
9.28517E+11,2/8/2025,174004,1756,,1,0,0,1,,,1,,,200259,,91,1223,5629,2,138,87,169,15,,,,9,35,126,9,47,0.028102,,0.07402,,74121,9.111159,63948,5473,80,,0,5,35,,,1,,,,0,12/5/2023,7/8/2024,https://facebook.com/8ht1pkld5vq,0
7.74387E+11,11/17/2023,4301423,-5,,1,0,0,1,,,1,,,148017,,91,903,5629,2,138,87,146,11,,,,9,25,126,13,46,0.067433,,0.053851,,82006,8.626276,8777,2066,57,,0,402,39,,,1,,,,0,11/14/2024,4/1/2025,https://facebook.com/ajce6wb0ygl0,0
7.0114E+11,1/27/2025,3316116,1632,,1,0,0,1,,,1,,,148017,,91,903,7615,2,138,87,125,11,,,,13,35,170,13,35,0.038075,,0.010764,,87141,8.814941,0,7044,21,,0,480,51,,,0,,,,1,10/18/2024,1/21/2025,https://facebook.com/xp1scx82xd,1
8.396E+11,12/1/2023,5160647,379,,1,0,0,1,,,1,,,200259,,91,1223,7615,2,188,119,125,15,,,,13,25,126,13,47,0.027179,,0.037481,,20997,4.912927,25601,4312,13,,0,1416,80,,,1,,,,1,10/28/2023,5/21/2024,https://facebook.com/65bu3f84tz,1
49749786551,8/11/2024,4599343,1609,,1,0,0,1,,,1,,,148017,,123,903,5629,2,138,87,169,11,,,,11,25,126,9,47,0.014979,,0.001116,,45946,6.616597,12067,132,42,,0,95,27,,,0,,,,0,10/28/2024,2/20/2025,https://facebook.com/ket3ooaf,0
2.09764E+11,2/13/2025,3404208,895,,1,0,0,1,,,1,,,200259,,123,903,7615,2,188,87,125,15,,,,9,35,170,10,47,0.010923,,0.054305,,14823,6.161042,20676,821,24,,0,144,28,,,1,,,,1,2/1/2025,3/29/2025,https://facebook.com/qiffydnil13,0
1.33674E+11,9/17/2024,0,588,,1,0,0,1,,,1,,,148017,,97,1013,7615,2,138,87,125,15,,,,9,25,170,9,35,0.077957,,0.042363,,59283,10.522517,29035,2829,29,,0,1109,36,,,0,,,,0,9/23/2024,12/15/2024,https://facebook.com/3f1gkxlodw,0
5.09486E+11,2/22/2025,0,330,,1,0,0,1,,,1,,,177002,,123,967,5629,2,138,119,169,15,,,,9,35,133,13,43,0.039428,,0.072432,,0,4.196087,682,4617,18,,0,373,52,,,1,,,,0,4/4/2024,12/4/2024,https://facebook.com/bi0n8626zqh,1
7.47736E+11,4/3/2024,2369967,-56,,1,0,0,1,,,1,,,200259,,91,1223,7018,2,138,87,140,15,,,,9,25,170,11,47,0.006704,,0.07584,,0,3.217294,72529,1898,28,,0,573,80,,,1,,,,0,1/28/2024,11/30/2024,https://facebook.com/o8fs1t0aeb0yu,0
6.33712E+11,3/18/2024,4180965,428,,1,0,0,1,,,1,,,200259,,92,1223,7615,2,188,119,125,11,,,,12,25,126,13,47,0.072603,,0.008756,,16241,10.731951,8703,80,28,,0,752,36,,,0,,,,0,4/27/2024,8/21/2024,https://facebook.com/9r9fc34xfot,1
8.5262E+11,3/24/2024,2293322,997,,1,0,0,1,,,1,,,148017,,123,903,7615,2,138,119,125,15,,,,9,35,126,9,47,0.076372,,0.00807,,27628,10.116916,52450,4396,36,,0,157,50,,,0,,,,0,3/30/2024,6/4/2024,https://facebook.com/swjazctpwvydol,1
1.63661E+11,4/9/2024,6174082,367,,1,0,0,1,,,1,,,200259,,91,903,5629,2,142,98,125,11,,,,12,25,126,13,47,0.019737,,0.072028,,34446,8.565083,1803,0,25,,0,0,13,,,1,,,,0,1/1/2024,6/7/2024,https://facebook.com/8jcg01hi,0
7.37275E+11,10/3/2024,3328520,156,,1,0,0,1,,,1,,,200259,,123,1223,5629,2,138,119,126,13,,,,9,35,170,9,35,0.02597,,0.041456,,68301,13.433181,28197,3204,24,,0,1108,40,,,0,,,,1,2/22/2025,4/29/2025,https://facebook.com/nvqs4x4ihro,0
2.01111E+11,5/31/2024,1170854,202,,1,0,0,1,,,1,,,200259,,123,1223,5629,2,138,87,125,13,,,,9,35,170,9,47,0.076879,,0.038105,,9651,13.546083,38989,2565,49,,0,575,38,,,1,,,,1,12/9/2023,2/16/2024,https://facebook.com/ip9ltqahd74jo5,0
2.78051E+11,11/1/2024,3332058,1063,,1,0,0,1,,,1,,,200259,,123,903,5629,2,169,119,169,12,,,,13,35,126,13,47,0.002245,,0.046092,,0,11.9086,30258,0,38,,0,0,59,,,0,,,,0,3/1/2024,3/5/2025,https://facebook.com/ux9tk3502uvde28,0
7.12806E+11,5/12/2024,4917625,1224,,1,0,0,1,,,1,,,148017,,123,1223,7615,2,144,119,125,15,,,,11,26,126,9,47,0.026621,,0.037846,,17652,3.260366,19448,6814,39,,0,943,28,,,1,,,,0,10/30/2023,5/21/2024,https://facebook.com/z6tdj84pdh2z41,1
9.80403E+11,3/14/2024,5229181,-86,,1,0,0,1,,,1,,,200259,,107,903,7615,2,188,100,125,15,,,,9,25,126,9,47,0.034978,,0.049527,,10993,10.161658,12814,2500,37,,0,1627,14,,,0,,,,0,8/10/2024,1/22/2025,https://facebook.com/ajlwqf4na3177o,0
6.15428E+11,1/11/2024,7898436,-87,,1,0,0,1,,,1,,,200259,,91,1086,5629,2,161,87,169,11,,,,9,35,170,9,37,0.061861,,0.075976,,46323,7.009882,15206,0,20,,0,1173,43,,,0,,,,1,11/27/2023,7/8/2024,https://facebook.com/2iywjriwrtx6p0r,0
63955311841,7/24/2024,2102466,638,,1,0,0,1,,,1,,,148017,,95,903,5629,2,188,87,136,15,,,,13,35,126,11,35,0.030052,,0.048873,,75940,4.069403,7760,2578,68,,0,1667,13,,,1,,,,1,11/7/2024,4/16/2025,https://facebook.com/h9t7xfxw37b4,0
6.20146E+11,1/27/2025,3975834,1433,,1,0,0,1,,,1,,,200259,,91,1075,7615,2,188,87,127,11,,,,9,25,170,12,47,0.027734,,0.026338,,73198,3.287547,35735,0,80,,0,0,22,,,1,,,,0,7/25/2024,3/9/2025,https://facebook.com/6owgcbaqkkw6,0
51927046064,1/5/2025,5547704,1169,,1,0,0,1,,,1,,,148017,,100,939,5629,2,188,119,125,15,,,,9,25,154,11,35,0.058623,,0.017857,,62666,7.705239,77307,3344,64,,0,649,40,,,0,,,,1,6/28/2024,11/8/2024,https://facebook.com/voow6toidl2n412,1
8.85304E+11,2/14/2024,4133321,-278,,1,0,0,1,,,1,,,200259,,107,1223,7615,2,138,119,144,11,,,,13,25,126,13,47,0.068095,,0.077323,,12105,10.099336,36464,4569,13,,0,707,13,,,0,,,,0,10/27/2024,12/12/2024,https://facebook.com/arz91ku04d7q6,0
7.12483E+11,6/14/2024,2631951,193,,1,0,0,1,,,1,,,148017,,123,1223,7615,2,138,111,169,15,,,,12,31,147,10,47,0.008368,,0.046773,,24534,12.558625,43026,7519,25,,0,445,33,,,0,,,,0,2/4/2025,7/4/2025,https://facebook.com/srjvkrii65uxa0,1
1.81397E+11,10/15/2024,0,-269,,1,0,0,1,,,1,,,148017,,123,903,7615,2,188,90,169,11,,,,9,25,126,13,47,0.012255,,0.045767,,42404,9.475294,56524,2699,53,,0,328,71,,,0,,,,0,11/24/2023,1/14/2024,https://facebook.com/8byrc2wjsmhpvby,0
1.00804E+11,8/26/2024,2599808,190,,1,0,0,1,,,1,,,173072,,123,903,7615,2,138,119,169,15,,,,11,35,170,9,35,0.053122,,0.003633,,5977,9.037272,13979,845,23,,0,0,13,,,0,,,,1,9/28/2024,3/2/2025,https://facebook.com/ufftwwarft2,1
1.91698E+11,11/6/2023,828890,1486,,1,0,0,1,,,1,,,148017,,91,903,7615,2,188,119,125,15,,,,9,35,126,9,35,0.025833,,0.073553,,8817,5.627817,0,2966,24,,0,1451,25,,,0,,,,0,12/9/2023,1/10/2024,https://facebook.com/rrvbmlufbmaz6yk,0
9.80227E+11,8/14/2024,0,-278,,1,0,0,1,,,1,,,148017,,91,1223,5629,2,188,87,169,11,,,,13,31,170,9,36,0.053806,,0.038099,,40876,7.474611,26575,5989,13,,0,0,51,,,1,,,,0,11/23/2023,9/29/2024,https://facebook.com/26socqcncnsmm,1
4.63975E+11,12/2/2023,1703619,-278,,1,0,0,1,,,1,,,148017,,91,1223,7615,2,138,118,169,15,,,,10,27,126,13,47,0.014741,,0.07998,,0,0,50217,3687,31,,0,1012,55,,,1,,,,0,11/18/2023,9/5/2024,https://facebook.com/9jdborarwqdqy,1
7.8624E+11,9/17/2024,912614,-198,,1,0,0,1,,,1,,,200259,,123,903,7615,2,188,119,141,11,,,,13,25,126,9,47,0.064518,,0.014261,,62762,8.999319,80413,4500,22,,0,516,40,,,0,,,,0,2/18/2024,11/14/2024,https://facebook.com/z89ihgxvlfk,1
6.40044E+11,11/25/2023,6043748,574,,1,0,0,1,,,1,,,159122,,95,1223,7615,2,138,119,147,11,,,,13,35,126,9,41,0.026392,,0.02677,,17226,8.415478,0,4322,13,,0,493,35,,,0,,,,0,6/20/2024,12/10/2024,https://facebook.com/4r66jeve0,0
5.76689E+11,3/31/2024,6098195,805,,1,0,0,1,,,1,,,184750,,91,1208,5629,2,188,87,125,11,,,,9,28,126,9,47,0.027477,,0.017596,,45938,13.546083,57010,3700,62,,0,396,72,,,0,,,,0,1/17/2024,9/1/2024,https://facebook.com/msfi3ms3krae4,0
1.53679E+11,8/13/2024,1363195,678,,1,0,0,1,,,1,,,200259,,91,951,7615,2,188,98,125,11,,,,9,35,170,13,47,0.015131,,0.030936,,35767,6.354342,33737,0,47,,0,621,43,,,1,,,,1,1/28/2024,3/22/2024,https://facebook.com/qotsegcvmvinbo,1
9.46564E+11,9/18/2024,3388274,1189,,1,0,0,1,,,1,,,148017,,91,903,7615,2,188,119,131,12,,,,13,35,143,13,36,0.017698,,0.078154,,67687,11.736426,15705,0,13,,0,866,17,,,1,,,,0,2/25/2025,3/26/2025,https://facebook.com/8xtjk8h65,0
3.08329E+11,5/28/2024,0,-278,,1,0,0,1,,,1,,,200259,,91,903,5629,2,138,87,169,15,,,,13,25,170,9,47,0.048273,,0.033767,,0,4.453835,0,0,56,,0,1039,41,,,1,,,,1,12/18/2023,8/26/2024,https://facebook.com/g26g7q1pz5,0
5.82237E+11,11/20/2023,2651704,1198,,1,0,0,1,,,1,,,148017,,123,1223,5629,2,138,87,169,15,,,,13,25,170,13,35,0.046947,,0.066341,,67877,13.546083,10292,0,41,,0,440,36,,,0,,,,1,11/17/2023,3/18/2024,https://facebook.com/otfez3xul,0
7.02778E+11,12/4/2024,5462308,160,,1,0,0,1,,,1,,,200259,,91,1223,5629,2,138,102,169,11,,,,13,35,170,9,47,0.066128,,0.060666,,67197,12.865382,42401,0,62,,0,0,30,,,1,,,,1,5/14/2024,1/20/2025,https://facebook.com/0rx2fuhnx2v6bhj,1
6.52741E+11,2/23/2025,6802468,882,,1,0,0,1,,,1,,,200259,,123,903,7615,2,164,119,169,11,,,,13,35,170,9,35,0.050792,,0.024538,,38034,11.477017,60423,7016,53,,0,0,13,,,1,,,,1,10/1/2024,11/19/2024,https://facebook.com/dh9or7shflqw8,0
9.41188E+11,1/22/2025,1963598,-278,,1,0,0,1,,,1,,,148017,,97,1016,5629,2,138,119,125,15,,,,13,25,170,13,47,0.0348,,0.046812,,45351,6.791245,0,727,23,,0,1088,38,,,1,,,,0,8/14/2024,1/27/2025,https://facebook.com/5arn58p8wpn,1
1.56955E+11,11/7/2024,7516403,379,,1,0,0,1,,,1,,,148017,,91,910,5629,2,188,87,169,11,,,,9,35,126,9,47,0.064471,,0.068285,,47639,5.556251,40714,2704,52,,0,359,50,,,0,,,,0,9/13/2024,3/13/2025,https://facebook.com/ynznd66l,1
5.13269E+11,5/4/2024,0,539,,1,0,0,1,,,1,,,200259,,91,903,7615,2,138,119,149,15,,,,9,25,170,13,35,0.002311,,0.049295,,2001,4.905915,10580,1862,53,,0,0,54,,,0,,,,0,1/4/2024,6/5/2024,https://facebook.com/v1r7skz9y1,1
4.09994E+11,1/15/2025,281679,1176,,1,0,0,1,,,1,,,200259,,91,903,5629,2,167,104,165,13,,,,9,35,170,9,47,0.056442,,0.021929,,31114,2.274931,13170,2933,60,,0,98,39,,,0,,,,1,5/4/2024,2/2/2025,https://facebook.com/04dgq2r46lr1nbp,0
4.79427E+11,6/20/2024,6439782,-278,,1,0,0,1,,,1,,,200259,,123,1223,7615,2,188,119,125,11,,,,13,25,170,9,47,0.043912,,0.06919,,56588,8.572556,38051,2631,59,,0,458,39,,,0,,,,1,11/22/2024,5/6/2025,https://facebook.com/8hwvr51bka4sw,1
1.28025E+11,12/13/2023,7898436,397,,1,0,0,1,,,1,,,148017,,123,903,5629,2,188,119,125,11,,,,13,29,170,13,35,0.018451,,0.044937,,0,5.441992,79800,0,80,,0,0,27,,,0,,,,1,4/2/2024,10/19/2024,https://facebook.com/jjdos01nl,0
1.42754E+11,1/1/2025,5759471,-278,,1,0,0,1,,,1,,,200259,,123,903,5629,2,167,87,125,15,,,,13,25,170,13,47,0.051362,,0.078421,,43819,8.201078,6575,3924,58,,0,493,58,,,0,,,,0,8/16/2024,2/24/2025,https://facebook.com/8gtv4ee9,0
2.85295E+11,3/21/2024,4080089,726,,1,0,0,1,,,1,,,148017,,91,903,5647,2,188,87,169,11,,,,9,25,126,13,47,0.078946,,0.052794,,32117,7.270477,23841,793,22,,0,1207,14,,,1,,,,0,12/11/2023,1/10/2025,https://facebook.com/g9zph21z1m33,0
3.11658E+11,2/17/2025,0,914,,1,0,0,1,,,1,,,148017,,123,925,7615,2,138,119,169,15,,,,13,35,126,13,35,0.028374,,0.036459,,48583,1.833233,0,711,42,,0,444,28,,,1,,,,1,11/12/2024,12/6/2024,https://facebook.com/p4nmxdhg,0
4.33624E+11,4/16/2024,0,1267,,1,0,0,1,,,1,,,200259,,123,1223,5629,2,149,87,128,11,,,,9,25,170,9,47,0.051442,,0.035437,,0,11.168071,38661,1708,17,,0,0,22,,,0,,,,0,3/9/2025,4/24/2025,https://facebook.com/ics6ct9yu8c8g41,1
6.14878E+11,1/11/2025,4614169,5,,1,0,0,1,,,1,,,148017,,91,1223,5629,2,138,87,145,15,,,,9,35,126,9,35,0.03571,,0.070528,,6799,6.948052,7348,4441,63,,0,992,36,,,1,,,,1,3/26/2024,7/9/2024,https://facebook.com/outi9p0uci9vmu,1
6.38283E+11,7/16/2024,3080465,1017,,1,0,0,1,,,1,,,148017,,123,903,5629,2,138,87,125,11,,,,13,25,170,13,47,0.032003,,0.078467,,0,10.297657,70226,929,21,,0,1127,65,,,0,,,,1,11/16/2023,9/9/2024,https://facebook.com/z7wf5epiu7va,0
4.17693E+11,6/8/2024,727793,1318,,1,0,0,1,,,1,,,200259,,123,1223,7615,2,188,119,169,11,,,,13,25,170,9,35,0.025266,,0.033418,,0,1.432601,36492,2684,80,,0,1156,14,,,0,,,,1,4/29/2024,11/6/2024,https://facebook.com/ixnl72t6zj,0
4.14695E+11,3/9/2024,4413197,-278,,1,0,0,1,,,1,,,200259,,112,1223,5629,2,138,119,156,15,,,,9,35,155,9,47,0.019087,,0.013878,,54787,3.18791,18635,3446,33,,0,543,44,,,1,,,,1,1/4/2025,3/2/2025,https://facebook.com/vm4ovcpky5,1
2.25452E+11,12/24/2024,4569246,799,,1,0,0,1,,,1,,,200259,,123,1223,7615,2,138,119,125,11,,,,9,35,126,13,35,0.019611,,0.004142,,11516,4.812417,18828,3089,38,,0,1670,45,,,1,,,,0,3/11/2025,4/8/2025,https://facebook.com/brp9fnb610v,0
5.92423E+11,11/2/2023,7178374,1039,,1,0,0,1,,,1,,,148017,,91,1223,7084,2,188,119,169,11,,,,11,35,170,9,45,0.062166,,0.026467,,9277,7.589956,36614,2954,29,,0,919,19,,,0,,,,1,7/16/2024,10/27/2024,https://facebook.com/26gfx8xzltf,0
3.23871E+11,6/9/2024,4636799,197,,1,0,0,1,,,1,,,148017,,123,1223,6408,2,188,87,169,11,,,,13,31,126,13,35,0.026579,,0.028016,,62702,6.075084,45670,0,24,,0,1670,35,,,1,,,,0,8/21/2024,11/6/2024,https://facebook.com/57v3qtm3bul,0
45699235934,4/16/2024,7898436,-278,,1,0,0,1,,,1,,,191159,,91,903,7615,2,188,119,125,11,,,,9,35,170,13,47,0.042836,,0.034643,,18995,12.49316,0,2770,28,,0,1261,20,,,0,,,,1,9/18/2024,3/3/2025,https://facebook.com/sw0h1hwzekh6l,0
4.24216E+11,7/19/2024,4232167,1028,,1,0,0,1,,,1,,,148017,,123,1223,5629,2,138,119,154,15,,,,13,35,126,9,35,0.017868,,0.012457,,58835,11.051502,22371,218,43,,0,1176,41,,,1,,,,0,12/21/2023,9/18/2024,https://facebook.com/oeg1n03xg6v0,0
4.79391E+11,2/15/2024,3844144,-278,,1,0,0,1,,,1,,,197940,,123,903,7535,2,138,91,125,13,,,,9,35,170,13,35,0.017785,,0.03992,,0,3.33215,26420,0,39,,0,164,36,,,0,,,,0,1/16/2024,5/22/2024,https://facebook.com/1qsb1iprq8v41xd,1
2.33337E+11,9/23/2024,7555597,252,,1,0,0,1,,,1,,,200259,,123,903,5629,2,138,109,168,11,,,,13,35,126,9,47,0.047379,,0.075526,,18911,13.546083,32368,1326,30,,0,0,69,,,0,,,,0,10/19/2024,11/29/2024,https://facebook.com/r4a4stprc,0
5.76733E+11,4/26/2024,1128606,348,,1,0,0,1,,,1,,,148017,,91,1223,7615,2,188,119,125,15,,,,9,35,126,13,47,0.047038,,0.019367,,1862,6.157056,62728,1188,45,,0,574,23,,,1,,,,1,5/26/2024,7/19/2024,https://facebook.com/mpku6dpjd1o,1
5.70114E+11,1/10/2024,7898436,871,,1,0,0,1,,,1,,,200259,,123,1223,5629,2,151,87,169,15,,,,9,29,146,9,35,0.040916,,0.055096,,46161,12.173435,0,7519,27,,0,403,35,,,1,,,,1,11/4/2024,3/15/2025,https://facebook.com/xh665kpjwk8i,0
7.04982E+11,1/15/2024,5387666,-58,,1,0,0,1,,,1,,,200259,,95,903,7615,2,188,119,169,11,,,,13,35,151,9,35,0.055762,,0.004001,,23157,5.283738,53019,4851,38,,0,212,31,,,1,,,,0,5/1/2024,5/12/2024,https://facebook.com/r5b436t8o,1
6.51469E+11,10/10/2024,5405196,-98,,1,0,0,1,,,1,,,200259,,91,1223,5629,2,138,119,131,15,,,,13,28,138,12,35,0.051325,,0.051861,,51746,9.25935,36605,4381,75,,0,438,66,,,0,,,,1,3/3/2025,8/17/2025,https://facebook.com/aucf8jg2l,0
6.55909E+11,2/19/2024,5859093,444,,1,0,0,1,,,1,,,200259,,91,903,5629,2,188,103,125,11,,,,11,25,170,13,47,0.016808,,0.075064,,34122,10.681052,12681,1460,27,,0,400,28,,,0,,,,1,11/17/2024,1/15/2025,https://facebook.com/kqb06hxq5a82sjk,1
3.23052E+11,3/14/2024,7898436,1072,,1,0,0,1,,,1,,,148017,,120,903,5629,2,163,119,169,15,,,,13,25,170,9,47,0.005384,,0.023305,,0,0,48867,2005,32,,0,155,20,,,0,,,,1,7/21/2024,3/2/2025,https://facebook.com/cmwmczdn,0
7.89558E+11,9/2/2024,6700434,1959,,1,0,0,1,,,1,,,148017,,91,903,7615,2,138,87,169,15,,,,9,25,170,9,47,0.022304,,0.065483,,21415,13.546083,15863,7519,15,,0,875,23,,,0,,,,1,12/13/2024,4/28/2025,https://facebook.com/kmab2ic6mdif82v,0
5.53653E+11,3/26/2024,0,-278,,1,0,0,1,,,1,,,148017,,123,903,6526,2,186,87,125,11,,,,9,34,126,9,47,0.035069,,0.007513,,0,3.111876,0,901,32,,0,93,22,,,0,,,,0,8/13/2024,2/11/2025,https://facebook.com/bpy152ygsslvw,1
4.37104E+11,4/27/2024,7898436,594,,1,0,0,1,,,1,,,200259,,123,1223,5629,2,138,87,125,15,,,,9,35,170,9,35,0.017456,,0.029301,,40024,5.001568,0,3084,46,,0,486,27,,,0,,,,1,2/4/2024,7/19/2024,https://facebook.com/bhii7lz5d2y96k,0
6.29752E+11,2/9/2024,3134473,-278,,1,0,0,1,,,1,,,148017,,123,903,5629,2,188,119,125,15,,,,9,26,126,9,35,0.03911,,0.001529,,46384,3.881971,0,6971,28,,0,0,21,,,1,,,,0,3/13/2024,7/13/2024,https://facebook.com/hv9r8v65blc10,1
3.67051E+11,4/4/2024,4544151,1081,,1,0,0,1,,,1,,,200259,,123,1223,5629,2,188,119,169,11,,,,13,31,170,9,35,0.0039,,0.029054,,49545,4.047872,11394,686,15,,0,566,39,,,0,,,,0,1/6/2024,6/28/2024,https://facebook.com/de4iu5llgovli,1
5.17612E+11,10/8/2024,182176,-274,,1,0,0,1,,,1,,,148017,,91,1223,5629,2,188,87,125,13,,,,9,25,126,13,47,0.038693,,0.025477,,25719,4.253859,31258,2826,46,,0,622,13,,,1,,,,0,7/26/2024,2/12/2025,https://facebook.com/bcxp9rl3dh1n,0
7.39339E+11,7/14/2024,5862573,-91,,1,0,0,1,,,1,,,200259,,91,903,7615,2,138,119,169,11,,,,13,35,170,13,35,0.02877,,0.055728,,0,1.307553,43068,2415,48,,0,0,50,,,1,,,,1,9/14/2024,12/5/2024,https://facebook.com/sv3uz2bsmnh,1
8.87539E+11,3/21/2025,2157636,-32,,1,0,0,1,,,1,,,148017,,91,903,7615,2,138,87,169,11,,,,13,35,159,13,47,0.076769,,0.024266,,35851,9.856219,19334,281,51,,0,549,39,,,0,,,,1,10/21/2023,2/3/2025,https://facebook.com/eej8uo3b5mm5i,1
9.21847E+11,11/20/2024,4522173,323,,1,0,0,1,,,1,,,148017,,91,1223,7615,2,138,119,137,11,,,,13,25,170,9,47,0.070259,,0.066024,,41872,7.031809,0,4358,13,,0,456,72,,,0,,,,1,5/24/2024,10/24/2024,https://facebook.com/uixvtq31o,0
5.08597E+11,10/10/2023,3313172,599,,1,0,0,1,,,1,,,200259,,123,1223,5629,2,138,103,125,11,,,,9,25,170,13,35,0.076138,,0.024025,,23900,5.923266,15936,0,66,,0,254,48,,,0,,,,0,12/16/2024,6/3/2025,https://facebook.com/lfu6x2m7j,1
5.25072E+11,4/22/2024,7898436,710,,1,0,0,1,,,1,,,148017,,91,903,5629,2,138,108,169,11,,,,13,25,170,11,42,0.053048,,0.018642,,32069,10.970483,20438,4360,29,,0,259,46,,,1,,,,1,11/16/2024,11/25/2024,https://facebook.com/8azrw3k97st0,1
8.01872E+11,3/5/2024,7898436,372,,1,0,0,1,,,1,,,148017,,91,1223,7615,2,188,87,147,15,,,,13,25,126,9,47,0.077784,,0.040068,,0,13.546083,74707,3512,18,,0,759,80,,,0,,,,1,10/8/2024,11/2/2024,https://facebook.com/mndn8b4olj,0
3.21306E+11,8/12/2024,4353357,-278,,1,0,0,1,,,1,,,148017,,91,903,5629,2,188,119,161,11,,,,11,25,131,13,47,0.015972,,0.05286,,31482,0,41945,4659,59,,0,526,47,,,1,,,,1,3/7/2024,7/28/2024,https://facebook.com/qju1m5bf7,1
8.39009E+11,2/21/2024,4408305,879,,1,0,0,1,,,1,,,181285,,123,903,7615,2,138,87,125,11,,,,9,34,126,9,35,0.043059,,0.071209,,26160,13.546083,0,1983,66,,0,1042,34,,,0,,,,1,10/2/2024,11/1/2024,https://facebook.com/epmd0p5mx6ioxy,1
